Novotel London Excel,Sul,25-34,man,,4,17 November 2018,Cool Place,"November 2018, travelled as a couple","It's a cool place. I drove in to London so I can't say what the public transport is like getting here but driving, is not very far from the A2 if you're coming in from the East. Parked at the hotel, seemed secure and it was. Check in was fine. I would say customer service is excellent. The lady called 'Sahara' was very professional and helpful. The room was really awesome. I was worried at first by the window from the bathroom to the bedroom, but realised you could switch the glass on to cloud the window. I've had better sleeps, and the bed was ok, not great. Size was good but my back was a bit painful. The breakfast was very good. Lots of choice. The hotel at the rear offers views of the river and planes regularly fly over as it is near London City Airport. This was cool. I would stay here again."
Novotel London Excel,7gpp,,,"Victoria,",5,17 November 2018,Exam Time,"November 2018, travelled on business","I booked a 5 day stay for my daughter who was doing an exam at the Excel Centre, Sahara (reception) very kindly organised a quiet room for her and it was perfect. At the end of the 5 days my daughter said the food was great, service superb and would certainly stay there again."
Novotel London Blackfriars,Anders R,35-49,man,"Hoersholm Municipality,",5,19 November 2018,Great fun and friendly staff,"November 2018, travelled as a couple","Great hotel with excellent service in both reception, restaurant staff and in particular bar staff. I must single out Christian, who gave really professional and extra service to our company of 8 pers."
Novotel London Excel,rokoroart,50-64,man,"Bristol, United",5,19 November 2018,Wonderful place to stay,December 2017,"I have had occasion to stay at the Novotel a few times over the years, and I think that this hotel is top notch. The rooms are spacious for London, always very clean and stylish. The front desk personnel are professional and friendly. The hotel parking is a real plus if you are staying for business because it is conveniently located near the entrance to the Excel, and it not too expensive for the daily rate. The restaurant is nothing special and the fitness center is small and basically equipped, but otherwise I think the hotel is terrific. Will definitely be staying there again in the future."
InterContinental London - The O2,Maps60087346834,,,,5,19 November 2018,Birthday Celebration,"November 2018, travelled with family","I would like to say a massive thank you to Becky Hammond my birthday event planner and her team that supervised my birthday. You all did a fantastic job to make things easy for me which contributed to the success of the event. The food was delicious and was served on time. The team helped to set up the floor plan on time which was mapped out by Becky. If i had any question, i could drop Becky an email and she will reply within 24hours. I liked my room and I had little surprise cake from the hotel in the room. That was beautiful!  Thank you again Becky. Rume."
InterContinental London - The O2,4258,,,"Stockholm,",2,19 November 2018,"Good facility, but very poor service","November 2018, travelled on business","Rooms, restaurangs and bars are average/good. However, service is very poor. Not unfriendly, but way too slow (always). Staff is ok, but too few. 20 minutes to get a coffee in the morning. To get a drink in the bar in the evening also took a very long time (we gave up one evening). Sky bar on 18th floor different - lot's of service and friendly faces."
InterContinental London - The O2,AlanF,25-34,man,"St Andrews, United",5,7 November 2018,"Excellent Hotel, Amazing Breakfast & Free Shuttle to the tube station","November 2018, travelled on business",
InterContinental London - The O2,Maps52666184759,,,"Leeds, United",5,19 November 2018,Stunning hotel with fab staff,"November 2018, travelled with friends","Check in staff were really lovely and helpful. The room was clean and spacious and felt luxurious. the location was perfect for attending the O2, just a short, mostly under cover, walk.  We loved having drinks in the Sky Bar too! Room rates are a bit pricey though!"
Novotel London Excel,GreenholmeBee,50-64,man,"Yateley, United",5,17 October 2018,Where Do I Start?,"October 2018, travelled as a couple",
Novotel London Excel,zakiabouhali,,,"Marrakech,",5,18 November 2018,Nice Room,"November 2018, travelled on business","The rooms become very nice after renovation. All team is professional and very helpful. I love too the restaurant view, good breakfast. Thank you to the general manger, who is always available for the hotel guests. "
Novotel London Blackfriars,philkay2017,,,"Torquay, United",5,13 November 2018,Understated excellence,"November 2018, travelled as a couple","We stayed for 2 nights. The room was comfortable and had everything needed - coffe & tea , a mini fridge with bottled water, hairdryer,  toiletries (however for a double room with 2 occupants only one of each!) There were smart devices for music etc, but the TV was a little confusing if you were searching for something.  The rain shower was fabulous - but an idea of how to change the temperature would be nice. We almost scalded ourselves whilst working it out. On the plus side, the water is really hot.  Breakfast seemed extrermely expensive, so we ate out.  The ironing board & iron was a great touch. The staff all seemed helpful, but not always easy to understand the accents.  The lack of parking was a downside for us, but Cornwall rd  underground parking was not too far away.  The lack of a well marked off loading point was a down side.  The hotel is nice and central and within walking distance of the London Eye etc.  The PWB Pub across the road has great food at reasonable prices too."
Novotel London Blackfriars,LÄ«na T,,,,2,9 November 2018,"Hotel is great, service is under average","November 2018, travelled on business",
Novotel London Blackfriars,Globehoppering,35-49,man,"Ottawa,",5,26 July 2018,Great Base to Explore London with Family,"July 2018, travelled with family","We chose this hotel because I am an Accor Platinum member and got a good rate on a room for 4 nights. This is one of the only central London hotels that will accommodate a family of 4 in a non-suite style room.  I was not sure what to expect but was pleasantly surprised with the stay. First and foremost, the hotel was pretty much full but our room was quiet and we were not once woken up by hallway or adjoining room noise. Furthermore, our two sons both had  cot-style beds in the room beside our Queen and all were more comfortable than I feared they might be.  Our towels were refreshed daily and there were no issues with any services during our stay. Additionally, breakfast was included in our rate and the Jamboree restaurant downstairs puts on a good spread each morning that will satisfy all tastes. This provided a great start to each day before we ventured out into the city. Overall, this hotel suited our purposes perfectly. A comfortable stay, friendly staff, and attentive service at a very good price. Also, I happen to love Southwark as a neighbourhood when I stay in London for work - a little less touristy but still very central to everything"
Novotel London Blackfriars,PatriceGVA,,,,5,19 November 2018,Top hotel,"November 2018, travelled on business","Top hotel for all purposes. Location, accommodation, services, clean so all good for what you pay. Be advised to get a room in the upper floors and away from elevators. Ideally situated for business purpose as not far from majors business sites"
Park Grand Paddington Court,DayTrip690892,,,,5,17 November 2018,Beautiful Hotel and lovely staff,"November 2018, travelled solo",I came to this hotel on the 08.11.18 for an over night stay and the staff were so accommodating and friendly it was lovely to see. The hotel is lovely and room was really nice and modern. Breakfast was good and staff were also very helpful and Zdravko organised a taxi for me to the hospital and helped with my luggage. Thanks so much. I would defiantly reccomend a stay at this vibrant and friendly London hotel. Not to far from train station 6 min walk max.
InterContinental London - The O2,Voyager52764125233,,,,5,19 November 2018,Exceptional stay,"November 2018, travelled with family","Amazing hotel, staff polite and always accommodating. Beautiful views and good links to London city. Breakfast range and quality 5 star. Perfect stay for O2 access. Guests must try eighteenth bar at night.   "
Park Grand Paddington Court,RatchetAce,,,"Exeter, United",3,19 November 2018,Some problems that were eventually settled to my satisfaction,"November 2018, travelled as a couple","I think my title says it all.  Don't want to go into any detail as things were eventually resolved. Not a romantic hotel!  Location is good, didn't find the bar or eat other than breakfast.  Hotel very busy."
Park Grand Paddington Court,Bagna B,,,,5,18 November 2018,Amazing Hotel,"November 2018, travelled on business","I didn't know what to expect when I first booked the Park Grand Paddington.  I normally stayed in other neighborhoods in London that I was more familiar with.  From here on out I will only stay at this hotel.  They had my room ready early, all of the hotel patrons were incredibly nice.  Particularly Kanisha at the front desk who not only recognized that it was my birthday but also had the turn down crew make my towels in the shape of a birthday cake and left the nicest birthday note.  This is not the type of service you would expect in most hotels in most major cities world wide.  To say I was pleasantly surprised would be an undersell.  Thank you so much Kanisha and the staff of the Park Grand."
Park Plaza Westminster Bridge London,Lovingit_12,35-49,woman,"Newbury, United",5,19 November 2018,We will be back,"November 2018, travelled as a couple","We paid for a superior king sized room and we were upgraded for free to a studio room.  We had a lounge, kitchenette, in addition to the usual bedroom.  Loved the modern, clean decor.  This studio room would suit us if we returned with our two kids, as the bathroom is situated between the bedroom and lounge and therefore gives you some privacy.  The beds and pillows were really comfortable and the staff were all really helpful.  We did not eat here and we had breakfast each day at giraffe on the southbank.  Would happily come back."
Park Grand Paddington Court,NIMLO,,,"Coventry, United",5,9 August 2018,Absolutely exceptional!!!! ,"August 2018, travelled on business","Excellent rooms, service and location!  As a frequent resident at this hotel (more like a second home for me), any words I write do not justify how fabulous the hotel and the team are.  The staff members make this hotel that extra bit special, they are always willing to assist and go above and beyond any hotel I have ever stayed it. The rooms are perfectly proportioned and equipped with everything you would need when away from home.  Location is great, no more than a 5 minute walk from Paddington and close to so many restaurants and cafes.  Breakfast is pretty good too. All you need really to start off your day well!  Particular thanks to Luanne, Dario & Sonika. I donâ€™t even need to provide my name, I walk in, greeted with a smiling team who gave memorised my name! If I could give more then 5 stars I would!!! Thank you again to all at Park Grand Paddington Court! "
Park Plaza Westminster Bridge London,C D,,,"Philadelphia,",5,24 October 2018,Ready to move-in,"October 2018, travelled with family","We are a family of 4 adults who had a fabulous stay at this hotel on our first trip to London.  We did not want to get separate hotel rooms and this was the only hotel I could find in central London that offered suite accommodations of 2 bedrooms with 2 baths.  We also took advantage of the breakfast package which included a daily breakfast either in the dining room or via room service.  Since we had a suite, the room service breakfast was perfect, served right in our room, and offered us more time to prepare for our days of sightseeing.  We found everything beyond our expectations and were ready to stay at the end of our week long visit.  Also, the concierge desk staff helped guide us through our stay which made travelling much easier. Our 2 bedroom, 2 bath suite with terrace was on the 13th floor and offered everything we could have hoped for.  We look forward to returning someday! Finally, we found the location to be ideal.  A bit quieter than the usual touristy sections while still close walking distance to many sights, the Big Bus Hop On Hop Off, the underground and Waterloo Train Station which we used for a day trip to Windsor."
Park Plaza Westminster Bridge London,Rodolphe_Hector,,,,5,19 November 2018,Incredible experience !!!,"September 2018, travelled with family","My daughter and I absolutely loved our stay at Park Plaza Westminster Bridge. firstly! You can easily save money here: maxdeals.ml  The rooms were very clean, the breakfast very delicious. very friendly staff with a better experience, always smiling!"
Park Plaza Westminster Bridge London,Getaway61776861851,,,,4,19 November 2018,"Great Hotel, Centrally Located but comes at a cost","November 2018, travelled on business","Everyone was very friendly from start to finish. I was here for the business summit from Canada and we got 3 rooms. Accommodated most requests, also asked for adjoining rooms but they must have forgotten when gave the higher floor. We didnt really mind or ask to switch as we were having fun running around the city. Great location to explore and internet works great from our rooms on the top floor. Kinda disappointing that breakfast wasn't included in the room prices as it was fairly expensive. Expected for the location but still. (Might be a Canada thing) Everything else was great. "
Park Grand Paddington Court,Monica C,,,"London, United",5,19 November 2018,Great,"November 2018, travelled with friends",I've been a few days with friends and it was an excellent choice for the occasion. I felt myself at home. Great staff great breakfast and great room  . A special thanks to Dario for taking care of us. Thank you 
K+K Hotel George,Sara H,,,,5,19 November 2018,Fantastic stay!,"September 2018, travelled with family",I was lucky enough to spend four nights with my parents at the K+K George in Earl's Court in September. We loved loved loved staying there.  The gardens in the back are peaceful and lovely.  The breakfast buffet was a highlight.  We loved our rooms.  But what was so special was how Dasha and Andreea took care of us!  It also helped how very very close this location is to the Earl's Court tube.  Can't wait to go back!
K+K Hotel George,Firas El Dib,25-34,man,"Beirut,",5,19 November 2018,Classical hotel in Earl's court,November 2018,Friendly and helpful staff...fast check-in and check-out...nice rooms...complimentary bottles of water....nice garden...excellent location in Earl's court...only 2 minutes away from the underground... and finally a lot of pubs/restaurants/cafes next to the hotel
Hampton by Hilton London Waterloo,Scot A,,,"Washington DC, District of",3,16 November 2018,It'll do but look around you can do better,"November 2018, travelled on business","Access to the underground Waterloo and Southwark was good but you are on the other side of the Thames so the price should have been cheaper than the $350/ night I paid Neighborhood is rundown with limited good food/ pub options. Their breakfast is unpalatable Don't get me wrong I have it 3/5 because it's clean, I got Hilton points, internet was strong and service was pretty solid. You can just do better."
Hampton by Hilton London Waterloo,MissRoadTrip,25-34,woman,"Maastricht,",5,11 November 2018,"Excellent hotel, great stay!","November 2018, travelled as a couple","Excellent service, nice location (max 5 minutes walk to metro station), nice restaurants nearby, great neighborhood (also safe after dark), good breakfast with variety and choice, room was spacious as far as is possible in london, bed excellent, room clean and modern, hotel staff very friendly and helpful. Early check-in at about 11am in the morning already possible. On the day of departure, we could safely store our luggage the entire day after check-out and pick it up later. Our room had beautiful views from the 7th floor over the city. Rooms were not noisy, this in contrast to some other reviews. What could be heard in the morning was the water pipes when neighbors showered. Neighborhood around hotel also nice to see / walk around. Within fifteen minutes you find yourself on the Queen's walk along Thems, here also nice restaurants and bars. Half an hour walk from hotel to Big Ben / Westminster Abbey. Would recommend!"
K+K Hotel George,Sewobsessed,,,"Nashville,",5,19 November 2018,Pleasant surprise,"November 2018, travelled with family","What a pleasant surprise...It's really unique.  When we first got there, I was a little surprised at how small the room was relative to what I am used to in the US. However, it was spotless.  I mean really clean.  Housekeeping staff was great every day of an 8 night stay and the breakfast buffet was well attended to.  Front desk staff went out of their way to be helpful.  The bar downstairs was wonderful after a long day as the kitchen is open and they had a surprisingly good burger.  It is right next to the Earls Ct tube station which is a straight shot to the Tower of London and Westminster.  It is also one block from Starbucks, McDonald's, some small grocery stores and multiple restaurants.  Really made our trip....."
K+K Hotel George,Mark P,,,"Los Angeles,",5,1 October 2018,Great Hotel,"September 2018, travelled as a couple",
Park Grand London Hyde Park,Alaa Ahmed A,,,,5,15 November 2018,Good stay,"November 2018, travelled on business",I booked for 6 nights and hotel is near Paddington station. Hotel served nice grilled lamb chops in the restaurant and service is nice .staff is very nice and attentive .rooms are smaller but nicely decorated with lovley looking interior . Nice place to visit again if back to UK
Park Grand London Hyde Park,Showmethemoneyjules,,,,5,13 November 2018,Most enjoyable weekend,"November 2018, travelled with family","Came here for daughters 16th birthday weekend.  From the time we pulled up outside until we left, the staff couldnâ€™t have been more helpful. So polite and accommodating- nothing was too much trouble. The room was lovely and comfortable, very clean and modern. Not that we intended spending much time in it!  Hotel location was perfect, and at a brilliant price. Had such a good weekend and staying here was icing on the cake. Will stay here again. And extra thanks to Lucian who could not do enough to help from the moment we pulled up to the door. Thank you so much."
Park Grand London Hyde Park,Amalia E,,,,5,12 August 2018,fantastic staff and excellent customer services ,"August 2018, travelled as a couple","Its always a bargain when staying at park grand . Prices are very reasonable . i have been visiting for few times and so far no complaints.  rooms are always comfortable and the bathroom spotless.  we both love their chicken panini and curry which serves during evening .  Mr Sakar whoâ€™s the manager of the hotel always goes out of his way to assist us .  i would like to thank Aaron , dimitri, florin , Anthony and Andreea.  cheers "
Park Grand London Hyde Park,maria lucia g,,,,5,19 November 2018,Shopping trip,"November 2018, travelled solo","Great stay, Everything was awesome. The staff is very nice and friendly.   Room is neat and clean. Lâ€™hotel Ã¨ vicino a hyde park, ben collegato al centro (oxford circus, buckingam palace). Nella zona ci sono vari ristoranti, molti italiani."
Park Grand London Hyde Park,Sam,,,"Jersey, United",5,19 November 2018,"Nice rooms, helpful staff and great location","November 2018, travelled with friends","Stayed with a group of 12 friends for one night, after our previous hotel let us down on the last night. I wish we stayed here for the whole trip.  The hotel is located in a quiet area, but only 5 minutes from the nearest tube station. The rooms were modern and clean and the staff were always smiling and happy to help. Thoroughly recommended.  I would definitely return. "
K+K Hotel George,map492017,,,"Orsay,",5,20 November 2018,Recent trip,"November 2018, travelled as a couple",The standard room was a bit small but fne for two people without much luggage.  The location couldn't have been better - just a very short walk from the tube station.  Breakfast was very good.  The hotel was very clean and well appointed.  The internet connection was excellent.  I would return to the hotel again.
Hampton by Hilton London Waterloo,hardingk,,,"Long Island, New",5,2 September 2018,Great Convenient Location and Good Value for London,"August 2018, travelled with family",
Hampton by Hilton London Waterloo,Mark R,,,"Middlesbrough, United",4,16 November 2018,Great location ,"November 2018, travelled on business","Great hotel in a really good location, just a few metres from the tube station. Room was spacious and clean. The breakfast was great with a lot of choice from waffles, fruit, cereal, continental meats and cooked English. The room was quiet. The only downside was the shower made a noise and I was woken up by the room next door using the shower. The staff were friendly and helpful."
Park Grand London Kensington,Fearless35333973680,,,,5,19 November 2018,What a weekend,"November 2018, travelled as a couple",My husband and I stayed this weekend to finish off our celebrations for our 30ths and we couldnâ€™t have picked a better hotel. From the moment we arrived the hotel could not be more accommodating and the little touches made all the difference. The rooms were spacious and comfortable. The breakfast had variety and just what you need to start the day before trekking around London. Fantastic hotel with fantastic staff in a great location. Just working out when we can go back. 
Park Grand London Kensington,Petermsaville,,,"Chester, United",5,18 November 2018,London break,"November 2018, travelled solo","This hotel is my first choice when in London for work or pleasure. It is smart ,very clean and has extremely helpful staff.it represents great value for such a good location being just a couple of stops on tube to Sloane sq and the famous shopping on the Kings road is about 20 minutes walk.it will be my first choice for next visit."
Park Grand London Kensington,Holiday,35-49,man,,5,1 September 2018,Ideal Gem,"August 2018, travelled as a couple","Just excellent in every way & great value. Perfect location on quiet road for Earlâ€™s Court tube & easy stroll to Kensington Park.  All staff were fantastic as well, nothing too much trouble. Rooms were immaculate & very well appointed! "
Park Grand London Kensington,Maranatha L,,,,5,19 November 2018,Wonderful stay & definitely coming back!,"October 2018, travelled as a couple","We ended our European anniversary vacation in London (October 2018) and we had an AMAZING stay! This hotel was great on price and the customer service exceeded my expectations! They had a anniversary surprise waiting on us in the room with a sweet card from the staff, super thoughtful! We ate breakfast at the hotel everyday and was worth it, such a large selection to choose from. Also, the hotel is so close to the train station making it was to commute to all the hot tourist places!  Cami, Mariana, and Gabi checked on us a few times to see how our stay was going and to ensure we were happy! Loved their restaurant recommendations that were nearby! Gabi at the front desk was super helpful when trying to help me figure out where to go to pick up my London Pass. Gabi was on the phone with Viatour and the London Pass company for about 30mins. going out of her way to help me during a frustrating situation.  I can not say enough amazing things about this hotel and their incredible service."
Park Grand London Kensington,Aron1389,,,,5,19 November 2018,5 stars,"November 2018, travelled as a couple",
Hampton by Hilton London Waterloo,daxb108,,,"Perth,",3,18 November 2018,Average,"November 2018, travelled with family","Excellent central location near Waterloo Station and the South Bank. Good helpful, friendly staff. Let down by the shower which did not drain properly and left us standing in a pool of dirty water at the end of the shower. The lifts did not work for guests and were still not repaired the next day (no signs to let us know) so we had to carry our luggage down the stairs. Not sure I would come here again."
The Royal Horseguards,ejbtraveler,,,"Naples,",5,15 November 2018,3 night stay,September 2018,Perfect location with all the amenities I needed.  But the location and the conceriege assistance were incredibly helpful.. with our time being limited we wanted to see the best!...and that is where Richard came to the rescue.  the standards of the Royal Horseguard were exquisite and the kindness shown by the front desk were a relief to these exhausted travelers.
The Royal Horseguards,Abi,35-49,woman,"Rugeley, United",5,14 November 2018,Wonderful hotel in a fabulous locations !,"November 2018, travelled as a couple",
Radisson Blu Edwardian New Providence Wharf Hotel,Marnie P,,,"Montreal,",5,8 November 2018,Super Relaxing,October 2018,Check-In - Flawless Noise Issues - Non Existent Bed - Out of this world Friendly and professional staff who were very accommodating. I had the best sleep in a long time. Black out curtains were fabulous. A good walk to the closest Underground as well (10-15 min).  Bath was extremely relaxing to be in with dispensers filled with what you need daily. I highly recommend this place to anyone.  I will most definitely be booking here again the next time I trip to London.  
